nct_id,dropout_percentage_all,Clinical Title,Overall Status,Trial Phase,Allocation,Start Date,Completion Date,Primary Purpose,City,State,Zipcode,Gender,Minimum Age,Maximum Age,New Completion Date,New Start Date,length_of_trial
NCT00279916,13.21256039,Short Term Relief of Eustachian Tube Dysfunction and Serous Otitis Media Using Intranasal Steroid Sprays,Completed,Phase 3,Randomized,"September 1, 2005",March 2009,Treatment,Rochester,Minnesota,55905,All,6 Years,100 Years,2009-03-01,2005-09-01,1277.0
NCT00280735,20.83333333,Ph II Adjuvant Carboplatin/Docetaxel in Curatively Resected Stage I-IIIA NSCLC,Completed,Phase 2,,May 2004,July 2011,Treatment,Chapel Hill,North Carolina,27599,All,18 Years,120 Years,2011-07-01,2004-05-01,2617.0
NCT00282295,2.088680709,"US-licensed Combined Vaccine Against Tetanus & Diphtheria, Given With US-licensed Vaccine Against Meningococcal Disease",Completed,Phase 4,Randomized,"January 25, 2006","August 8, 2006",Prevention,Chandler,Arizona,85224,All,11 Years,18 Years,2006-08-01,2006-01-01,212.0
NCT00283244,24.70291147,"Ph II Gemcitabine, Erlotinib, and Gemcitabine With Erlotinib/Elderly Patients W/ IIIB/IV NSCLC",Completed,Phase 2,Randomized,March 2006,October 2014,Treatment,Fayetteville,Arkansas,72703,All,70 Years,120 Years,2014-10-01,2006-03-01,3136.0
NCT00284141,32.65306122,Study of AVE0005 (VEGF Trap) in Locally Advanced or Metastatic Platinum- and Erlotinib- Resistant Non-small-cell-lung Adenocarcinoma,Completed,Phase 2,Non-Randomized,January 2006,July 2008,Treatment,Bridgewater,New Jersey,08807,All,18 Years,,2008-07-01,2006-01-01,912.0
NCT00284856,14.72685376,Montelukast Asthmatic Smoker Study (0476-332)(COMPLETED),Completed,Phase 3,Randomized,May 2006,April 2010,Treatment,,,,All,18 Years,55 Years,2010-04-01,2006-05-01,1431.0
NCT00285012,33.04202545,Smoking Cessation in Subjects With Mild-to-moderate Chronic Obstructive Pulmonary Disease (COPD).,Completed,Phase 3,Randomized,May 2006,April 2009,Treatment,Birmingham,Alabama,35249-2181,All,35 Years,,2009-04-01,2006-05-01,1066.0
NCT00289198,19.20529801,Once-Daily Investigational Nasal Spray In Adults And Adolescents With Perennial Allergic Rhinitis (PAR),Completed,Phase 3,Randomized,"February 7, 2006","July 4, 2006",Treatment,San Diego,California,92123,All,12 Years,,2006-07-01,2006-02-01,150.0
NCT00289783,10.46572005,Safety and Immunogenicity Study of Hib-MenCY-TT Vaccine Compared to Licensed Hib Conjugate Vaccine,Completed,Phase 3,Randomized,"February 22, 2006","February 26, 2008",Prevention,Birmingham,Alabama,35216,All,6 Weeks,15 Months,2008-02-01,2006-02-01,730.0
NCT00289874,3.066389479,Montelukast in Pediatric Allergic Asthma (0476-336)(COMPLETED),Completed,Phase 3,Randomized,March 2006,July 2007,Treatment,,,,All,6 Years,14 Years,2007-07-01,2006-03-01,487.0
NCT00291642,1.017022193,A Study to Compare the Efficacy of Levocetirizine to Placebo in Reducing Symptoms of Seasonal Allergic Rhinitis (SAR) in Sensitive Subjects Exposed to Ragweed Pollen,Completed,Phase 2,Randomized,"January 1, 2006","April 1, 2006",Treatment,Kingston,Ontario,,All,16 Years,,2006-04-01,2006-01-01,90.0
NCT00294762,4.19600939,Erlotinib (Tarceva) as a Single Agent or Intercalated With Combination Chemotherapy in Patients With EGFR Positive NSCLC,Completed,Phase 2,Randomized,January 2006,March 2009,Treatment,Alhambra,California,91801,All,18 Years,,2009-03-01,2006-01-01,1155.0
NCT00295022,1.598150611,Compare the Efficacy of Levocetirizine and Montelukast to Placebo in Reducing Seasonal Allergic Rhinitis (SAR) Symptoms in Ragweed Sensitive Subjects,Completed,Phase 4,Randomized,"July 29, 2006","October 1, 2006",Treatment,Kingston,Ontario,,All,18 Years,,2006-10-01,2006-07-01,92.0
NCT00296491,13.23477627,Study Of Allergic Rhinitis In Patients Who Also Have Asthma,Completed,Phase 4,Randomized,September 2005,October 2007,Treatment,Birmingham,Alabama,35209,All,15 Years,,2007-10-01,2005-09-01,760.0
NCT00298896,7.272727273,Safety and Efficacy Clinical Study of SNS-595 in Patients With Advanced Small Cell Lung Cancer,Completed,Phase 2,,February 2006,June 2008,Treatment,Sacramento,California,95817,All,18 Years,,2008-06-01,2006-02-01,851.0
NCT00301366,2.631578947,The Safety and Tolerability of Alpha-1 Modified Process (MP) In Subjects With Alpha-1-antitrypsin (AAT) Deficiency,Completed,Phase 3,Non-Randomized,June 2006,March 2007,Treatment,Denver,Colorado,80206,All,18 Years,,2007-03-01,2006-06-01,273.0
NCT00301808,17.24137931,"Cisplatin, Pemetrexed Disodium, and Radiation Therapy Followed by Docetaxel in Treating Patients With Stage III Non-Small Cell Lung Cancer",Completed,Phase 2,,November 2005,October 2012,Treatment,Detroit,Michigan,48201-1379,All,18 Years,120 Years,2012-10-01,2005-11-01,2526.0
NCT00303316,1.094751297,Immunogenicity Study of Antibody Persistence and Booster Effect of PENTAXIM™ at 18 Months in Healthy Argentinean Infants,Completed,Phase 3,Non-Randomized,February 2006,September 2007,Prevention,Cordoba,Provincia de Córdoba,5000,All,510 Days,578 Days,2007-09-01,2006-02-01,577.0
NCT00303459,24.40790656,Effects of the Combination of Bosentan and Sildenafil Versus Sildenafil Monotherapy on Pulmonary Arterial Hypertension (PAH),Completed,Phase 4,Randomized,May 2006,December 2013,Treatment,La Jolla,California,92037-7381,All,12 Years,,2013-12-01,2006-05-01,2771.0
NCT00306527,0.9048473415,"Comparison of Safety, Tolerability and Immunogenicity of Influenza Vaccines in Adults and Elderly",Completed,Phase 3,Randomized,September 2005,April 2006,Prevention,Ul. Langiewicza 2,Kielce,25-381,All,18 Years,,2006-04-01,2005-09-01,212.0
NCT00309907,10.25641026,Etanercept in Treating Young Patients With Idiopathic Pneumonia Syndrome After Undergoing a Donor Stem Cell Transplant,Completed,Phase 2,,April 2006,September 2011,Treatment,Birmingham,Alabama,35294,All,1 Year,17 Years,2011-09-01,2006-04-01,1979.0
NCT00309946,1.960784314,Cediranib Maleate in Treating Patients With Malignant Mesothelioma That Cannot Be Removed By Surgery,Completed,Phase 2,,December 2005,September 2010,Treatment,Chicago,Illinois,60637-1470,All,18 Years,,2010-09-01,2005-12-01,1735.0
NCT00310804,0.4166666667,Safety and Immunogenicity of 3 Lots of Cell-derived Subunit Influenza Vaccine as Compared to 1 Lot to Egg-derived Subunit Influenza Vaccine in Healthy Adults (>=18 to <=60),Completed,Phase 3,Randomized,September 2005,April 2006,Prevention,Panevezys,,,All,18 Years,60 Years,2006-04-01,2005-09-01,212.0
NCT00312377,6.396598845,ZACTIMA (an Anti-EGFR / Anti-VEGF Agent) Combined With Docetaxel Compared to Docetaxel in Non-small Cell Lung Cancer,Completed,Phase 3,Randomized,May 2006,March 2014,Treatment,Fullerton,California,,All,18 Years,,2014-03-01,2006-05-01,2861.0
NCT00312728,49.56521739,A Study of Bevacizumab in Combination With First- or Second-Line Therapy in Subjects With Treated Brain Metastases Due to Non-Squamous NSCLC (PASSPORT),Completed,Phase 2,,March 2006,June 2009,Treatment,,,,All,18 Years,,2009-06-01,2006-03-01,1188.0
NCT00313911,6.082981716,"Safety of DTaP-IPV-Hep B-PRP~T Combined Vaccine Compared to Tritanrix-HepB/Hib™ and OPV Given at Age 2, 4, and 6 Months.",Completed,Phase 3,Randomized,July 2006,February 2008,Prevention,Mexico DF,,,All,50 Days,71 Days,2008-02-01,2006-07-01,580.0
NCT00314574,16.15730362,A Study of Omalizumab (Xolair) in Subjects With Moderate to Severe Persistent Asthma (EXTRA),Completed,Phase 3,Randomized,December 2005,November 2009,Treatment,,,,All,12 Years,75 Years,2009-11-01,2005-12-01,1431.0
NCT00315055,2.580645161,Immunogenicity of DTaP-IPV-Hep B-PRP~T Combined Vaccine Compared With PENTAXIM™ and ENGERIX B® at 2-3-4 Months Schedule,Completed,Phase 3,Randomized,July 2006,February 2008,Prevention,Ankara,,,All,50 Days,71 Days,2008-02-01,2006-07-01,580.0
NCT00316186,24.24242424,First-line Treatment Of Subjects With Extensive Disease Small Cell Lung Cancer With Weekly Hycamtin And Paraplatin,Completed,Phase 2,Non-Randomized,June 2005,May 2009,Treatment,Tucson,Arizona,85712,All,18 Years,,2009-05-01,2005-06-01,1430.0
NCT00316225,16.12903226,Study of Pemetrexed in Mesothelioma and Lung Cancer Patients With Fluid Around the Lungs or Abdomen,Completed,Phase 2,Non-Randomized,December 2006,March 2009,Treatment,Kobenhavn,,2100,All,18 Years,,2009-03-01,2006-12-01,821.0
NCT00316264,6.534741115,Study of Motavizumab (MEDI-524) and Palivizumab Administered Sequentially in the Same Respiratory Syncytial Virus (RSV) Season,Completed,Phase 2,Randomized,April 2006,February 2007,Prevention,Garran,Australian Capital Territory,2605,All,,24 Months,2007-02-01,2006-04-01,306.0
NCT00317044,13.84869562,Safety and Efficacy Study to Determine Anti-Asthmatic Effect of Esomeprazole Magnesium; Nexium Reflux Asthma,Completed,Phase 2,Randomized,April 2006,July 2008,Treatment,Birmingham,Alabama,,All,18 Years,70 Years,2008-07-01,2006-04-01,822.0
NCT00318149,0.4444444444,Safety Study of Four Candidate Influenza Vaccines to Prevent Influenza Disease in the Elderly Population,Completed,Phase 2,Randomized,"October 10, 2005","May 14, 2006",Prevention,Gent,,9000,All,18 Years,,2006-05-01,2005-10-01,212.0
NCT00319020,38.0952381,Bosentan in Children With Pulmonary Arterial Hypertension Extension Study,Completed,Phase 3,,"August 23, 2005","October 28, 2011",Treatment,Denver,Colorado,80218,All,2 Years,11 Years,2011-10-01,2005-08-01,2252.0
NCT00319111,21.85430464,Bosentan in Patients With Inoperable Chronic Thromboembolic Pulmonary Hypertension (CTEPH),Completed,Phase 3,Non-Randomized,January 2006,April 2009,Treatment,La Jolla,California,92037-1300,All,18 Years,80 Years,2009-04-01,2006-01-01,1186.0
NCT00319553,1.242248006,"Post-licensure, Modified Double-blind, Multi-center Study Evaluating Safety and Immunogenicity of ADACEL® and BOOSTRIX®",Completed,Phase 4,Randomized,May 2006,December 2008,Prevention,Annapolis,Maryland,21401,All,11 Years,18 Years,2008-12-01,2006-05-01,945.0
NCT00320255,24.10511364,A Phase 2 Pilot Study of Apixaban for the Prevention of Thromboembolic Events in Patients With Advanced (Metastatic) Cancer,Completed,Phase 2,Randomized,June 2006,January 2009,Prevention,Tucson,Arizona,85724,All,18 Years,90 Years,2009-01-01,2006-06-01,945.0
NCT00321373,0.4095004095,Study to Evaluate an Influenza Vaccine Candidate,Completed,Phase 2,Randomized,"May 11, 2006","July 18, 2006",Prevention,Helsinki,,00100,All,60 Years,,2006-07-01,2006-05-01,61.0
NCT00321763,0.6302363914,Study to Demonstrate the Lot-to-lot Consistency and to Evaluate the Safety of an Adjuvanted Influenza Vaccine Candidate,Completed,Phase 2,Randomized,"April 27, 2006","July 7, 2006",Prevention,Tartu,Bayern,50417,All,60 Years,,2006-07-01,2006-04-01,91.0
NCT00321893,18.81188119,Budesonide in Treating Patients With Lung Nodules at High Risk of Developing Lung Cancer,Completed,Phase 2,Randomized,January 2006,September 2008,Prevention,Milan,,20141,All,50 Years,,2008-09-01,2006-01-01,974.0
NCT00322452,5.917811771,First Line IRESSA™ Versus Carboplatin/Paclitaxel in Asia,Completed,Phase 3,Randomized,March 2006,June 2010,Treatment,Fuzhou,Fujian,,All,18 Years,,2010-06-01,2006-03-01,1553.0
NCT00323297,26.37735849,Assess the Efficacy and Safety of Sildenafil When Added to Bosentan in the Treatment of Pulmonary Arterial Hypertension,Completed,Phase 4,Randomized,September 2006,August 2013,Treatment,Los Angeles,California,90073,All,18 Years,,2013-08-01,2006-09-01,2526.0
NCT00323869,0.0,"Phase II Bevacizumab, Gemcitabine and Carboplatin in Newly Diagnosed Non-Small Cell Lung Cancer",Completed,Phase 2,,June 2006,October 2013,Treatment,Palo Alto,California,94304-1290,All,18 Years,,2013-10-01,2006-06-01,2679.0
NCT00325130,4.601152406,"Concomitant Use of Gardasil (V501) (Human Papillomavirus [Types 6, 11, 16, 18] Recombinant Vaccine) With Combined Diphtheria, Tetanus, Pertussis Vaccine and Meningococcal Conjugate Vaccine in Adolescents (V501-025)",Completed,Phase 3,Randomized,April 2006,April 2007,Prevention,,,,All,11 Years,17 Years,2007-04-01,2006-04-01,365.0
NCT00326599,20.68965517,Gemcitabine and Carboplatin With or Without AZD2171 as First-Line Therapy in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer,Completed,Phase 2,Randomized,June 2007,February 2010,Treatment,Scottsdale,Arizona,85259-5499,All,18 Years,,2010-02-01,2007-06-01,976.0
NCT00336505,8.934707904,Study Comparing the Safety and Efficacy of Cethromycin to Clarithromycin for the Treatment of Community-Acquired Pneumonia (CAP),Completed,Phase 3,Randomized,December 2005,October 2007,Treatment,Woodridge,Illinois,60517,All,18 Years,,2007-10-01,2005-12-01,669.0
NCT00336544,5.376510463,Study Comparing the Safety and Efficacy of Cethromycin to Clarithromycin for the Treatment of Community-Acquired Pneumonia,Completed,Phase 3,Randomized,June 2006,May 2007,Treatment,Woodridge,Illinois,60517,All,18 Years,,2007-05-01,2006-06-01,334.0
NCT00337428,0.7117688116,"Concomitant Use of Gardasil (V501, Human Papillomavirus [Types 6, 11, 16, 18] Recombinant Vaccine) With Combined Diptheria, Tetanus, Pertussis and Poliomyelitis Vaccine in Adolescents (V501-024)(COMPLETED)",Completed,Phase 3,Randomized,May 2006,May 2007,Prevention,,,,All,11 Years,17 Years,2007-05-01,2006-05-01,365.0
NCT00337675,12.93089993,Intermittent and Daily Dosing for Episodic (Periodic) Asthma (0476-302)(COMPLETED),Completed,Phase 3,Randomized,October 2006,August 2009,Treatment,,,,All,6 Months,5 Years,2009-08-01,2006-10-01,1035.0
NCT00343291,33.89344262,A Study of Cetuximab and Bevacizumab in Combination With Paclitaxel and Carboplatin in Stage IIIb/IV NSCLC,Completed,Phase 2,Randomized,December 2006,December 2010,Treatment,Decatur,Alabama,35601,All,18 Years,,2010-12-01,2006-12-01,1461.0
NCT00343889,1.054023949,"Comparison of DTaP-HB-PRP~T Combined Vaccine to Tritanrix-HepB/Hib™, Both Given Concomitantly With Oral Polio Vaccine",Completed,Phase 3,Randomized,August 2006,April 2008,Prevention,Manila,,,All,42 Days,50 Days,2008-04-01,2006-08-01,609.0
NCT00344773,6.52173913,First-line Treatment for Adenocarcinoma Patients With Epidermal Growth Factor Receptor (EGFR) Mutation,Completed,Phase 2,Non-Randomized,March 2006,December 2007,Treatment,Seongnam-Si,,,All,19 Years,,2007-12-01,2006-03-01,640.0
NCT00345579,5.421561259,"Safety of Hib-MenCY-TT Vaccine Versus Licensed Hib Conjugate Vaccine, Given at 2, 4, 6 and 12 to 15 Months of Age",Completed,Phase 3,Randomized,September 2006,March 2008,Prevention,Birmingham,Alabama,35235,All,6 Weeks,12 Weeks,2008-03-01,2006-09-01,547.0
NCT00346073,2.921715108,Safety and Immunogenicity of GSK's Tdap Vaccine (Boostrix) in Adults Aged 19 to 64 Years,Completed,Phase 3,Randomized,"July 13, 2006","March 7, 2007",Prevention,Huntsville,Alabama,35802,All,19 Years,64 Years,2007-03-01,2006-07-01,243.0
NCT00346398,9.846153846,Promoting Tolerance to Common Allergens in High-Risk Children: Global Prevention of Asthma in Children (GPAC) Study,Completed,Phase 2,Randomized,May 2006,July 2011,Prevention,New York,New York,10029,All,12 Months,30 Months,2011-07-01,2006-05-01,1887.0
NCT00346775,3.608247423,Validation Of Preference Module Of Experience With Allergic Rhinitis Nasal Sprays Questionnaire (EARNS-Q),Completed,Phase 3,Randomized,"May 1, 2006","June 29, 2006",Treatment,Fresno,California,93720,All,18 Years,,2006-06-01,2006-05-01,31.0
NCT00347958,0.7352941176,"Descriptive, Open-label, Multicenter Study of the Safety of Redosing With ADACEL® Vaccine",Completed,Phase 4,Non-Randomized,August 2006,October 2008,Prevention,Jonesboro,Arkansas,72401,All,15 Years,69 Years,2008-10-01,2006-08-01,792.0
NCT00348881,1.443172454,"Study Comparing a DTaP-HB-PRP~T Combined Vaccine With Tritanrix HepB/Hib™, Concomitantly With OPV in Healthy Infants",Completed,Phase 3,Randomized,June 2006,June 2008,Prevention,Alabang,Muntinlupa City,,All,42 Days,50 Days,2008-06-01,2006-06-01,731.0
NCT00350207,4.638205303,Efficacy and Safety of Tiotropium and Salmeterol in Moderate Persistent Asthma Patients Homozygous for B16-Arg/Arg,Completed,Phase 2,,July 2006,,Treatment,Graz,,,All,18 Years,65 Years,,2006-07-01,
NCT00350792,27.41935484,Pemetrexed/Carboplatin Non-Small Cell Lung Cancer (NSCLC) Elderly Patients,Completed,Phase 2,Non-Randomized,August 2006,November 2009,Treatment,Bobigny,,93009,All,70 Years,,2009-11-01,2006-08-01,1188.0
NCT00353873,1.980392157,Seretide Versus Flixotide In Asthmatic Children Not Controlled By Inhaled Corticosteroids,Completed,Phase 4,Randomized,"November 18, 2005","October 26, 2006",Treatment,Brugge,Campania,8000,All,4 Years,11 Years,2006-10-01,2005-11-01,334.0
NCT00355121,5.673816269,Study of Menactra® in Children Aged 4 to 6 Years When Administered Concomitantly With a Fifth Dose of DAPTACEL®,Completed,Phase 2,Randomized,October 2006,July 2009,Prevention,Little Rock,Arkansas,72205,All,4 Years,7 Years,2009-07-01,2006-10-01,1004.0
NCT00355342,37.62719704,Bone Mineral Density Study In Patients With Chronic Obstructive Pulmonary Disease. DISKUS® Inhaler is a Trademark of the GSK Group of Companies.,Completed,Phase 4,Randomized,"April 28, 2004","September 6, 2007",Treatment,Berkeley,California,94705,All,40 Years,,2007-09-01,2004-04-01,1248.0
NCT00356122,43.39622642,Docetaxel & Oxaliplatin in Combination With Bevacizumab as First-Line Treatment in Subjects With Non-Small Cell Lung Cancer (NSCLC),Completed,Phase 2,Non-Randomized,July 2006,August 2010,Treatment,Bridgewater,New Jersey,08807,All,18 Years,,2010-08-01,2006-07-01,1492.0
NCT00358436,21.92156863,Efficacy and Safety of LAS 34273 in Patients With Moderate to Severe Stable Chronic Obstructive Pulmonary Disease(COPD),Completed,Phase 3,Randomized,August 2006,June 2008,Treatment,Jasper,Alabama,35501,All,40 Years,,2008-06-01,2006-08-01,670.0
NCT00359788,10.61974514,A Trial Comparing Treatment With Tiotropium Inhalation Capsules to Combivent Inhalation Aerosol in COPD Patients.,Completed,Phase 4,,July 2006,,Treatment,Birmingham,Alabama,,All,40 Years,,,2006-07-01,
NCT00362336,3.065856448,Comparison of DTaP-IPV-Hep B-PRP~T Combined Vaccine to CombAct-HIB® Concomitantly Given With Engerix B® Paediatric and OPV,Completed,Phase 3,Randomized,August 2006,August 2009,Prevention,Soweto,Johannesburg,2013,All,,3 Days,2009-08-01,2006-08-01,1096.0
NCT00363415,8.149819276,Study of Pemetrexed and Carboplatin Compared With Etoposide Carboplatin to Treat Extensive-Stage Small Cell Lung Cancer,Completed,Phase 3,Randomized,August 2006,June 2008,Treatment,Huntsville,Alabama,35805,All,18 Years,,2008-06-01,2006-08-01,670.0
